date,invoice_type,invoice_no,sku_code,product_category,brand_name,retailer_code,retailer_name,retailer_type,distributor_code,distributor_name,distributor_type,list_price,price_sold,quantity_sold,invoice_value,discount_amount,discount_percentage,unit_profit
2022-02-14,Normal,QRA-004-22RT06002260-01,99a5bcd145443a0624c7c76c8d6f90d9d3e20639,SKIN CLEANSING,Brand 7,580f197e83b654fa7981fc8e8538c52923b12566,Retailer 455,WHOLESALER,Q004,Distributor A,Exclusive,10.0,9.8,6,58.8,0.2,2.0,2.8
2022-04-04,Normal,QRA-007-22RT04004910-01,ede7fb87fb8260eb151d44bdf47fbcf416fa4752,HAIR CARE,Brand 25,df993f921fdaa5d3a186f4dae4a1b7f67335bf82,Retailer 1120,CHAIN,Q007,Distributor C,Exclusive,6.2,3.65,6,21.9,2.55,41.129032,-0.69
2021-09-15,Normal,QRA-003-21RT08017600-01,2c8236b9317151ae7e1676597a0eca6b4cb698aa,SCRATCH COOKING AIDS,Brand 12,b3c0cb7308a81cd84cb240868bfffcda3972b641,Retailer 899,CHAIN,Q003,Distributor D,Selective,2.7,2.6,16,41.6,0.1,3.7037036,0.71
2023-04-20,Normal,QRA-004-23RT03006680-01,ba50e6781c6dff57436b1a3821884f4f19ff58e1,SKIN CLEANSING,Brand 13,2f5a09581f71d9cdda0eb05797694936a0adeee3,Retailer 243,INDEPENDENT,Q004,Distributor A,Exclusive,10.1,6.2,3,18.6,3.9,38.61386,-0.87
2024-06-11,Normal,QRA-007-24RT04007580-01,fb801b247488321bcbb56af8134bf90e4eba054c,HAIR CARE,Brand 25,9f887d70141d2514965169514cc78518a81919b1,Retailer 789,INDEPENDENT,Q007,Distributor C,Exclusive,9.7,5.8,12,69.6,3.9,40.206184,-0.99
2021-10-07,Normal,QRA-004-21RT04016710-01,636d7cd17ec4fdf3d17ff3d424e9c90a928feffb,SKIN CLEANSING,Brand 13,6941811429c8aac7ba900cfd9ea56b0ccb146150,Retailer 519,SUPERMARKET,Q004,Distributor A,Exclusive,9.6,5.7,3,17.1,3.9,40.625,-1.02
2021-07-19,Normal,QRA-004-21RT03012390-01,0e05060ed8a6005ea789c0248f1fcb4edaaefac9,SKIN CLEANSING,Brand 13,4e0c601935c96d47573996260cd8890a32538d33,Retailer 400,INDEPENDENT,Q004,Distributor A,Exclusive,9.6,5.6,3,16.8,4.0,41.666668,-1.12
2022-03-15,Normal,QRA-006-22RT03004560-01,4a228171fe59e45c5c4ebbd433e237a2ff5ff543,FABRIC CARE,Brand 2,0c0a5d4293715c25c66720e74c9d238ff1016f59,Retailer 57,INDEPENDENT,Q006,Distributor B,Direct,7.1,5.35,6,32.1,1.75,24.647888,0.38
2023-02-15,Normal,QRA-007-23RT05001980-01,5a3c4cd9e308354ac39509f69002d26b8eb846b2,HAIR CARE,Brand 25,c18153398fd5f951713b62c701c7236e01b968e3,Retailer 958,CHAIN,Q007,Distributor C,Exclusive,6.4,3.85,6,23.1,2.55,39.84375,-0.63
2022-05-05,Normal,QRA-004-22RT01005370-01,e35d6631baa384eb18fd6387ea5c0909127187b2,SKIN CLEANSING,Brand 17,14a064ab7f1827e7455bad7671c3cb3a0a61bbec,Retailer 107,INDEPENDENT,Q004,Distributor A,Exclusive,8.2,5.6,6,33.6,2.6,31.707317,-0.14
2024-08-30,Normal,QRA-004-24RT22004000-01,473dc4f46b5ecebcb18058717c0ba437a1bc838a,DEODORANTS & FRAGRANCES,Brand 21,a6ec79a3ca7335835643015f94cf07516babe5a3,Retailer 832,CHAIN,Q004,Distributor A,Exclusive,3.2,3.15,6,18.9,0.05,1.5625,0.91
2021-01-25,Normal,QRA-007-21RT01001890-01,16f53f5ccec1a67d6ba8bcf621737ca068f3eacf,HAIR CARE,Brand 25,97e86abf2aee0dd2e4982f0b47ecf6dcfd7cc77b,Retailer 755,CHAIN,Q007,Distributor C,Exclusive,9.4,5.35,12,64.2,4.05,43.085106,-1.23
2023-06-09,Normal,QRA-003-23RT02006150-01,884a2b25a230685fa4be9ea8655ffd7b66d54067,SCRATCH COOKING AIDS,Brand 12,229e0789ec0691bb20194aff55cdff02c5ac3d12,Retailer 181,INDEPENDENT,Q003,Distributor D,Selective,1.7,1.6,12,19.2,0.1,5.882353,0.41
2023-06-22,Normal,QRA-004-23RT02006730-01,ba50e6781c6dff57436b1a3821884f4f19ff58e1,SKIN CLEANSING,Brand 13,0d5a2bfe207c67d419c425f6a5f6ffb409e8cac9,Retailer 68,CHAIN,Q004,Distributor A,Exclusive,10.1,6.2,3,18.6,3.9,38.61386,-0.87
2024-05-14,Normal,QRA-003-24RT06007250-01,9108e71c1210fcd91bde4f40ea2b72b91a58271f,COOKING AIDS,Brand 12,bc7410348ad3d33a2f2cecf59205d470668e272d,Retailer 938,INDEPENDENT,Q003,Distributor D,Selective,1.6,1.4,16,22.4,0.2,12.5,0.28
2024-05-21,Normal,QRA-003-24RT06007650-01,519a2a51c3c69fed0b328f787346b2c1eb10ec83,COOKING AIDS,Brand 12,580f197e83b654fa7981fc8e8538c52923b12566,Retailer 455,WHOLESALER,Q003,Distributor D,Selective,2.0,1.45,320,464.0,0.55,27.5,0.05
2022-05-27,Normal,QRA-003-22RT06007350-01,1eb4bce777044661a7e1ac2deff82db442fdd2ec,SCRATCH COOKING AIDS,Brand 12,26fc93027eb1b3163839c06908b9aa0aaba9aa28,Retailer 204,INDEPENDENT,Q003,Distributor D,Selective,1.6,1.25,12,15.0,0.35,21.875,0.13
2023-10-05,Normal,QRA-003-23RT03015880-01,1be131ef4be5b630b1880285e1be3ad3d2db70db,COOKING AIDS,Brand 12,4510fc5bb2e9d18a2212d44f110eef62e96ce9ca,Retailer 351,INDEPENDENT,Q003,Distributor D,Selective,3.0,2.95,12,35.4,0.05,1.6666666,0.85
2021-08-20,Normal,QRA-004-21RT06012320-01,1f0820f24d4b4401d0a42eb74250596770aa8dec,SKIN CLEANSING,Brand 7,26fc93027eb1b3163839c06908b9aa0aaba9aa28,Retailer 204,INDEPENDENT,Q004,Distributor A,Exclusive,10.0,5.8,6,34.8,4.2,42.0,-1.2
2022-05-10,Normal,QRA-007-22RT05006410-01,7837b371e7f56f9b7de370eb367323e1f6f10613,HAIR CARE,Brand 25,47007f559dfa65b7d3930ab1e68325bdffd4ace6,Retailer 360,INDEPENDENT,Q007,Distributor C,Exclusive,9.4,5.6,24,134.4,3.8,40.425533,-0.98
2022-07-21,Normal,QRA-004-22RT04010270-01,1f0820f24d4b4401d0a42eb74250596770aa8dec,SKIN CLEANSING,Brand 7,d38a8b85e5d2c031b7c964320b8bb268002b817e,Retailer 1054,INDEPENDENT,Q004,Distributor A,Exclusive,10.0,5.35,6,32.1,4.65,46.5,-1.65
2022-07-18,Normal,QRA-007-22RT01008990-01,4270955cf9d9c90c719d84e80d1043eca244a653,HAIR CARE,Brand 25,07f317691c49caf14ac0beab7f4c68bf71858a13,Retailer 37,CHAIN,Q007,Distributor C,Exclusive,6.2,4.25,3,12.75,1.95,31.451612,-0.09
2024-06-07,Normal,QRA-007-24RT06008610-01,17e7e9b6d21a317a6d164aab3259c8c1fbf7de86,HAIR CARE,Brand 25,a6ec79a3ca7335835643015f94cf07516babe5a3,Retailer 832,CHAIN,Q007,Distributor C,Exclusive,6.4,3.6,3,10.8,2.8,43.75,-0.88
2023-03-09,Normal,QRA-006-23RT03003880-01,4b62c7c555143bf20463bf86e731bb2e9722407f,FABRIC CARE,Brand 2,0c0a5d4293715c25c66720e74c9d238ff1016f59,Retailer 57,INDEPENDENT,Q006,Distributor B,Direct,11.0,8.7,4,34.8,2.3,20.90909,1.0
2021-02-05,Normal,QRA-007-21RT08002790-01,264fd6d7d27dc9f8484dfa8642afe6d2bbd404ed,HAIR CARE,Brand 25,1a3bec4cfc406d1f02f94757e7b39080ffbe7a42,Retailer 140,CHAIN,Q007,Distributor C,Exclusive,9.4,6.65,6,39.9,2.75,29.25532,0.07
2023-07-26,Normal,QRA-003-23RT10011310-01,9968ec2073a0f49f744e7af8cc26e1d385fbf55e,COOKING AIDS,Brand 12,2667fd79238afce59db2e7dd09eb4ca86f392135,Retailer 199,INDEPENDENT,Q003,Distributor D,Selective,3.2,2.9,10,29.0,0.3,9.375,0.66
2021-04-13,Normal,QRA-007-21RT05005380-01,38a7f5fb5bcb13b7302d3cc55fdac3a9815efe81,HAIR CARE,Brand 25,2c4515122365a32e6c03cf65fb102e03fdd52583,Retailer 228,CHAIN,Q007,Distributor C,Exclusive,9.4,5.65,6,33.9,3.75,39.893616,-0.93
2023-05-04,Normal,QRA-007-23RT10006850-01,69410d6675715fc8db0b3401eabd11aeaa51aa39,HAIR CARE,Brand 25,f00ff95f606b2860c811733f6337d7070d700bb6,Retailer 1195,INDEPENDENT,Q007,Distributor C,Exclusive,9.7,5.95,6,35.7,3.75,38.659794,-0.84
2023-03-09,Normal,QRA-007-23RT02002420-01,074f8ef3f14af463426fa1d6ecc6bd2f09f4306f,HAIR CARE,Brand 25,a6ec79a3ca7335835643015f94cf07516babe5a3,Retailer 832,CHAIN,Q007,Distributor C,Exclusive,9.7,5.8,3,17.4,3.9,40.206184,-0.99
2024-03-08,Normal,QRA-006-24RT03003650-01,990eb616ab2dce5c4a8b0fe68f289949669800d8,FABRIC CARE,Brand 2,a14145ba6cf0196080f712e4e821b5184eddfe7e,Retailer 796,INDEPENDENT,Q006,Distributor B,Direct,12.6,8.35,6,50.1,4.25,33.73016,-0.47
2024-09-30,Normal,QRA-007-24RT25005910-01,9f749e17435e6c2c63e3db7df83affd6506c8713,SKIN CARE,Brand 28,cb4c4984bc8670ee34252c58c0b6d0fe571d46ee,Retailer 1010,INDEPENDENT,Q007,Distributor C,Exclusive,2.2,1.85,6,11.1,0.35,15.909091,0.31
2021-11-02,Normal,QRA-004-21RT08020730-01,39ccead005168cbe3fb3aa185c098d4ac2ffa9fa,SKIN CLEANSING,Brand 7,b3c0cb7308a81cd84cb240868bfffcda3972b641,Retailer 899,CHAIN,Q004,Distributor A,Exclusive,10.0,5.8,6,34.8,4.2,42.0,-1.2
2023-09-11,Normal,QRA-006-23RT04011470-01,546ec5520aa8a4c5dbe176413eb36a325c4d4f86,FABRIC CARE,Brand 2,120d36887dcfee753f97efd2f2552cb6a71bbbf9,Retailer 96,INDEPENDENT,Q006,Distributor B,Direct,4.2,3.65,6,21.9,0.55,13.095238,0.71
2024-07-30,Normal,QRA-004-24RT22001880-01,0ef4c09daedb3be5876fbfa1e2e687db637bfc75,SKIN CLEANSING,Brand 7,bc7410348ad3d33a2f2cecf59205d470668e272d,Retailer 938,INDEPENDENT,Q004,Distributor A,Exclusive,3.1,3.0,3,9.0,0.1,3.2258065,0.83
2021-04-30,Normal,QRA-004-21RT03007860-01,d4f7a4d394e6986cb5bb762e652c3da852b67c9e,SKIN CLEANSING,Brand 13,ec1af7aec4e62e1a32ba1d3e3d89a466b5769177,Retailer 1171,CHAIN,Q004,Distributor A,Exclusive,2.9,1.95,12,23.4,0.95,32.75862,-0.08
2024-09-13,Normal,QRA-004-24RT22004850-01,4a4d238ef260dfcfee9d5b60ca8599ca4071c4b5,SKIN CLEANSING,Brand 7,a6ec79a3ca7335835643015f94cf07516babe5a3,Retailer 832,CHAIN,Q004,Distributor A,Exclusive,3.3,2.05,12,24.6,1.25,37.878788,-0.26
2024-11-12,Normal,QRA-003-24RT25008430-01,04286a626e72022f7adee6f2220cc042c58dd220,COOKING AIDS,Brand 12,0c0a5d4293715c25c66720e74c9d238ff1016f59,Retailer 57,INDEPENDENT,Q003,Distributor D,Selective,2.0,1.45,16,23.2,0.55,27.5,0.05
2022-09-09,Normal,QRA-003-22RT05011950-01,1be131ef4be5b630b1880285e1be3ad3d2db70db,COOKING AIDS,Brand 12,531e2070db0a4de8a95af40f39cc456da5c54eb6,Retailer 423,INDEPENDENT,Q003,Distributor D,Selective,2.9,2.85,24,68.4,0.05,1.7241379,0.82
2023-02-23,Normal,QRA-004-23RT04002550-01,afbabc3f937d5307e796cebda06c39172bd22749,SKIN CLEANSING,Brand 13,45996429776ac597a878a5a143fa11acbf9e0a60,Retailer 354,INDEPENDENT,Q004,Distributor A,Exclusive,6.8,4.5,4,18.0,2.3,33.82353,-0.26
2022-05-13,Normal,QRA-004-22RT09002780-01,9f8abe12e4de8201fba849675d4dbd8f50bb9ca8,SKIN CLEANSING,Brand 17,a6ec79a3ca7335835643015f94cf07516babe5a3,Retailer 832,CHAIN,Q004,Distributor A,Exclusive,4.2,2.6,6,15.6,1.6,38.095238,-0.34
2021-07-27,Normal,QRA-004-21RT10011400-01,1288efbb502679503a9cfb8b53db80ee0b5ff3b5,SKIN CLEANSING,Brand 13,2ab5f2ad4c22c07218513a751a7d4be055321d85,Retailer 220,MINIMART,Q004,Distributor A,Exclusive,2.9,1.45,6,8.7,1.45,50.0,-0.58
2023-05-02,Normal,QRA-006-23RT08006500-01,26b5210c1a48eebefe04acf03b72185fcb76fff4,FABRIC CARE,Brand 2,1a3bec4cfc406d1f02f94757e7b39080ffbe7a42,Retailer 140,CHAIN,Q006,Distributor B,Direct,5.4,4.5,6,27.0,0.9,16.666666,0.72
2022-09-16,Normal,QRA-006-22RT03014630-01,032b7bfe29453422709b4fe2eeba14e888f95622,FABRIC CARE,Brand 2,379c04943cc7094922ce4249e8429464f77523d7,Retailer 285,INDEPENDENT,Q006,Distributor B,Direct,12.6,8.25,4,33.0,4.35,34.52381,-0.57
2024-03-04,Normal,QRA-007-24RT05003060-01,354a0861e9e094bad69c45a939370fa6097d17fd,HAIR CARE,Brand 25,bc3e20d7d548aad91e0cddcf9d03790f9bafdd1a,Retailer 937,INDEPENDENT,Q007,Distributor C,Exclusive,6.4,3.6,3,10.8,2.8,43.75,-0.88
2023-01-04,Normal,QRA-003-23RT06000190-01,04286a626e72022f7adee6f2220cc042c58dd220,COOKING AIDS,Brand 12,580f197e83b654fa7981fc8e8538c52923b12566,Retailer 455,WHOLESALER,Q003,Distributor D,Selective,1.9,1.35,480,648.0,0.55,28.947369,0.02
2022-03-08,Normal,QRA-003-22RT03004190-01,80555d33d38e747dd2cda71e7990b97d88e898a7,SCRATCH COOKING AIDS,Brand 12,856f284c181bfa5b63da859f66378e855260923a,Retailer 676,MINIMART,Q003,Distributor D,Selective,1.6,1.25,36,45.0,0.35,21.875,0.13
2022-08-24,Normal,QRA-004-22RT04011820-01,045303b2d28baae50feed261297b27b6fe8d21e7,SKIN CLEANSING,Brand 17,9f887d70141d2514965169514cc78518a81919b1,Retailer 789,INDEPENDENT,Q004,Distributor A,Exclusive,8.2,5.6,6,33.6,2.6,31.707317,-0.14
2021-01-04,Normal,QRA-004-21RT04000130-01,0e05060ed8a6005ea789c0248f1fcb4edaaefac9,SKIN CLEANSING,Brand 13,120d36887dcfee753f97efd2f2552cb6a71bbbf9,Retailer 96,INDEPENDENT,Q004,Distributor A,Exclusive,9.6,6.0,6,36.0,3.6,37.5,-0.72
2024-01-29,Normal,QRA-006-24RT06001770-01,5eb0af60663bf77108b3ceb9abd3ff677da195c2,FABRIC CARE,Brand 2,4a679e877fbe6fa4020a71ff3ee7d78c326e579f,Retailer 384,INDEPENDENT,Q006,Distributor B,Direct,5.4,4.85,8,38.8,0.55,10.185185,1.07
2023-02-09,Normal,QRA-007-23RT02001290-01,7029f10103343900dceb839608c2484fab42eca1,HAIR CARE,Brand 7,a6ec79a3ca7335835643015f94cf07516babe5a3,Retailer 832,CHAIN,Q007,Distributor C,Exclusive,11.4,8.35,3,25.05,3.05,26.754387,0.37
2023-02-24,Normal,QRA-007-23RT05002510-01,509cd4c070117392df49ed3b12e1b5cf96363f00,HAIR CARE,Brand 25,4418a755f94f1213d635c4fb4ff16a00a43cbe90,Retailer 347,INDEPENDENT,Q007,Distributor C,Exclusive,6.4,3.85,6,23.1,2.55,39.84375,-0.63
2024-10-15,Normal,QRA-004-24RT22006860-01,dd7fc31011ba3be6312abbd0793c98bc5b121da0,SKIN CLEANSING,Brand 7,97e86abf2aee0dd2e4982f0b47ecf6dcfd7cc77b,Retailer 755,CHAIN,Q004,Distributor A,Exclusive,10.0,5.65,6,33.9,4.35,43.5,-1.35
2021-09-07,Normal,QRA-003-21RT08017060-01,85bceaa28d3d7d1ae203a23724d6b543ff30ed6f,SCRATCH COOKING AIDS,Brand 12,1a3bec4cfc406d1f02f94757e7b39080ffbe7a42,Retailer 140,CHAIN,Q003,Distributor D,Selective,1.7,1.65,8,13.2,0.05,2.9411764,0.46
2022-03-22,Normal,QRA-004-22RT04004350-01,2ce80c1c8c9a89a7bcdfc35b1a8dee07a9cd69a6,SKIN CLEANSING,Brand 13,b1d9a1d1e2ab495dafc40ba78dcdfa07b9d26c65,Retailer 891,INDEPENDENT,Q004,Distributor A,Exclusive,2.9,1.35,12,16.2,1.55,53.448277,-0.68
2023-02-03,Normal,QRA-004-23RT05001530-01,dc8d1e49be474d0753c76289130ddf5839d10806,SKIN CLEANSING,Brand 7,cd4b8c7df6cff3aac2a6731030bdd2d2fadb1f5a,Retailer 1019,INDEPENDENT,Q004,Distributor A,Exclusive,10.0,6.05,6,36.3,3.95,39.5,-0.95
2024-09-16,Normal,QRA-004-24RT22005020-01,1b35933ad323da8b945ad68c94ee6f6befd4ce06,SKIN CLEANSING,Brand 17,47007f559dfa65b7d3930ab1e68325bdffd4ace6,Retailer 360,INDEPENDENT,Q004,Distributor A,Exclusive,8.9,5.7,6,34.2,3.2,35.955055,-0.53
2024-12-04,Normal,QRA-007-24RT22010000-01,311cf29ed9801dd7f6ba760447e126e0eba88abd,HAIR CARE,Brand 4,2f5a09581f71d9cdda0eb05797694936a0adeee3,Retailer 243,INDEPENDENT,Q007,Distributor C,Exclusive,15.3,9.45,3,28.35,5.85,38.235294,-1.26
2023-01-16,Normal,QRA-007-23RT04000890-01,354a0861e9e094bad69c45a939370fa6097d17fd,HAIR CARE,Brand 25,120d36887dcfee753f97efd2f2552cb6a71bbbf9,Retailer 96,INDEPENDENT,Q007,Distributor C,Exclusive,6.4,3.85,6,23.1,2.55,39.84375,-0.63
2023-08-31,Normal,QRA-004-23RT03013830-01,dd7fc31011ba3be6312abbd0793c98bc5b121da0,SKIN CLEANSING,Brand 7,bfb10def28fe2a57794710294576f5a141d60fa2,Retailer 949,INDEPENDENT,Q004,Distributor A,Exclusive,10.0,6.05,6,36.3,3.95,39.5,-0.95
2022-07-14,Normal,QRA-007-22RT09003800-01,0e3c01fbce38b853d4db9136d404dc3db6ed47cd,HAIR CARE,Brand 25,a6ec79a3ca7335835643015f94cf07516babe5a3,Retailer 832,CHAIN,Q007,Distributor C,Exclusive,9.4,5.6,6,33.6,3.8,40.425533,-0.98
2022-02-22,Normal,QRA-004-22RT01002180-01,e15f392c8b4ea4b45eecd8f9ea612dd3a4581776,SKIN CLEANSING,Brand 17,1393ad4a0aae8305259edbd1f81fd94a4f0f7b7b,Retailer 102,CHAIN,Q004,Distributor A,Exclusive,4.2,2.55,6,15.3,1.65,39.285713,-0.39
2024-11-18,Normal,QRA-007-24RT24008000-01,032b1be2b46b1da5a1a07afd89998ba1672a0f57,HAIR CARE,Brand 25,f00ff95f606b2860c811733f6337d7070d700bb6,Retailer 1195,INDEPENDENT,Q007,Distributor C,Exclusive,6.4,3.6,6,21.6,2.8,43.75,-0.88
2022-01-24,Normal,QRA-003-22RT04001650-01,1fbd4e4f6a754d1b6a96e701be2a52fbdddeeb45,SCRATCH COOKING AIDS,Brand 12,df993f921fdaa5d3a186f4dae4a1b7f67335bf82,Retailer 1120,CHAIN,Q003,Distributor D,Selective,1.5,1.25,12,15.0,0.25,16.666666,0.2
2024-04-15,Normal,QRA-004-24RT10005310-01,045303b2d28baae50feed261297b27b6fe8d21e7,SKIN CLEANSING,Brand 17,105ad35b867fa5b2f4d4e74417717a27b8813480,Retailer 88,INDEPENDENT,Q004,Distributor A,Exclusive,8.9,5.7,6,34.2,3.2,35.955055,-0.53
2022-08-19,Normal,QRA-004-22RT01010130-01,ff7b1264e44992f94992ec87d03c11fd5c759084,DEODORANTS & FRAGRANCES,Brand 21,14a064ab7f1827e7455bad7671c3cb3a0a61bbec,Retailer 107,INDEPENDENT,Q004,Distributor A,Exclusive,5.2,3.9,18,70.2,1.3,25.0,0.26
2024-09-16,Normal,QRA-006-24RT22005020-01,fcf44dfc8ea3eb4168840b195a61a987ba42686a,FABRIC CARE,Brand 2,47007f559dfa65b7d3930ab1e68325bdffd4ace6,Retailer 360,INDEPENDENT,Q006,Distributor B,Direct,5.4,4.85,8,38.8,0.55,10.185185,1.07
2022-09-29,Normal,QRA-004-22RT03015330-01,ac5f6f1b41d5ae3df745f70aff4aebaf0222c20d,SKIN CLEANSING,Brand 13,bfb10def28fe2a57794710294576f5a141d60fa2,Retailer 949,INDEPENDENT,Q004,Distributor A,Exclusive,10.1,5.45,3,16.35,4.65,46.039604,-1.62
2023-06-14,Normal,QRA-003-23RT05007490-01,96741182d78db1a97d4baa998fef38b6fb90d26c,COOKING AIDS,Brand 12,1dad28d3f8d787693742e110465e170c5c3cd8b5,Retailer 155,INDEPENDENT,Q003,Distributor D,Selective,2.2,1.65,12,19.8,0.55,25.0,0.11
2021-08-13,Normal,QRA-004-21RT03014340-01,1330cf1674a8c5dfa51a9316b58b93b07666c7d5,SKIN CLEANSING,Brand 13,ec1af7aec4e62e1a32ba1d3e3d89a466b5769177,Retailer 1171,CHAIN,Q004,Distributor A,Exclusive,6.8,4.05,3,12.15,2.75,40.441177,-0.71
2022-04-13,Normal,QRA-003-22RT05005100-01,dac5ad21a92ae602ba5acd39a3444a202f7bb969,SCRATCH COOKING AIDS,Brand 12,8313833d71be81bd3d28c1f636ed1a3bd35d40aa,Retailer 666,INDEPENDENT,Q003,Distributor D,Selective,1.6,1.25,18,22.5,0.35,21.875,0.13
2021-06-11,Normal,QRA-003-21RT05007810-01,622c122727b7c08712667a957c4a82df0e884b99,SCRATCH COOKING AIDS,Brand 12,b94d5659b049cef9fa0fb8bc3d0d6315f35fdadd,Retailer 922,INDEPENDENT,Q003,Distributor D,Selective,3.0,2.95,16,47.2,0.05,1.6666666,0.85
2021-01-18,Normal,QRA-003-21RT05000870-01,3c277fa366282c9ff5110831c4d05dffc9d8c7d3,SCRATCH COOKING AIDS,Brand 12,4418a755f94f1213d635c4fb4ff16a00a43cbe90,Retailer 347,INDEPENDENT,Q003,Distributor D,Selective,1.7,1.25,24,30.0,0.45,26.470589,0.06
2021-06-11,Normal,QRA-004-21RT05007790-01,af2b60971b450db333e5fa3d1f83d3438874b2f1,DEODORANTS & FRAGRANCES,Brand 21,8c9cf78462fe727421cee082ccbf531cd8318c79,Retailer 704,INDEPENDENT,Q004,Distributor A,Exclusive,3.0,1.95,3,5.85,1.05,35.0,-0.15
2023-02-27,Normal,QRA-004-23RT01001160-01,c7cebd5cc2499b95ec496c1cdf2641febf344c4a,DEODORANTS & FRAGRANCES,Brand 21,07f317691c49caf14ac0beab7f4c68bf71858a13,Retailer 37,CHAIN,Q004,Distributor A,Exclusive,7.5,5.0,3,15.0,2.5,33.333332,-0.25
2023-09-06,Normal,QRA-006-23RT06012850-01,893109e3883e63f03b47ec72228184895a5ef21b,FABRIC CARE,Brand 2,a6ec79a3ca7335835643015f94cf07516babe5a3,Retailer 832,CHAIN,Q006,Distributor B,Direct,12.6,8.95,4,35.8,3.65,28.968254,0.13
2021-04-16,Normal,QRA-007-21RT05005570-01,85da527d2a895ed4b3cb49c774a2e420bed5a9b1,HAIR CARE,Brand 25,b94d5659b049cef9fa0fb8bc3d0d6315f35fdadd,Retailer 922,INDEPENDENT,Q007,Distributor C,Exclusive,6.2,2.9,6,17.4,3.3,53.225807,-1.44
2023-10-02,Normal,QRA-007-23RT02010290-01,45c68e33aa34208611d64658686a0018bfd56872,HAIR CARE,Brand 25,1393ad4a0aae8305259edbd1f81fd94a4f0f7b7b,Retailer 102,CHAIN,Q007,Distributor C,Exclusive,6.4,3.6,6,21.6,2.8,43.75,-0.88
2024-04-16,Normal,QRA-004-24RT06005750-01,16ab7bf794ae354d48e3461150ee602e2151db36,SKIN CLEANSING,Brand 13,4b67baa548f4bb59afa7d16fd75b07915261ff1d,Retailer 388,INDEPENDENT,Q004,Distributor A,Exclusive,10.1,6.2,3,18.6,3.9,38.61386,-0.87
2024-08-12,Normal,QRA-004-24RT22002710-01,2ed24cc0b3750f0f94c4dba939384337fc754aa0,SKIN CLEANSING,Brand 7,97e86abf2aee0dd2e4982f0b47ecf6dcfd7cc77b,Retailer 755,CHAIN,Q004,Distributor A,Exclusive,10.0,5.65,6,33.9,4.35,43.5,-1.35
2024-07-22,Normal,QRA-007-24RT22001360-01,0e3c01fbce38b853d4db9136d404dc3db6ed47cd,HAIR CARE,Brand 25,2f5a09581f71d9cdda0eb05797694936a0adeee3,Retailer 243,INDEPENDENT,Q007,Distributor C,Exclusive,9.7,5.8,3,17.4,3.9,40.206184,-0.99
2023-01-16,Normal,QRA-004-23RT03000990-01,d0b0f323155afe4ba4f7584d2fdaf27693e521b6,SKIN CLEANSING,Brand 13,a7a0c857ab156e3e25b57aa5a3032966f3681611,Retailer 839,INDEPENDENT,Q004,Distributor A,Exclusive,10.1,6.2,6,37.2,3.9,38.61386,-0.87
2022-02-09,Normal,QRA-006-22RT04001960-01,4a228171fe59e45c5c4ebbd433e237a2ff5ff543,FABRIC CARE,Brand 2,6941811429c8aac7ba900cfd9ea56b0ccb146150,Retailer 519,SUPERMARKET,Q006,Distributor B,Direct,6.8,5.1,6,30.6,1.7,25.0,0.34
2023-01-13,Normal,QRA-007-23RT02000600-01,9f749e17435e6c2c63e3db7df83affd6506c8713,SKIN CARE,Brand 28,0d5a2bfe207c67d419c425f6a5f6ffb409e8cac9,Retailer 68,CHAIN,Q007,Distributor C,Exclusive,2.0,1.9,6,11.4,0.1,5.0,0.5
2024-09-09,Normal,QRA-007-24RT22004580-01,9f749e17435e6c2c63e3db7df83affd6506c8713,SKIN CARE,Brand 28,97e86abf2aee0dd2e4982f0b47ecf6dcfd7cc77b,Retailer 755,CHAIN,Q007,Distributor C,Exclusive,2.2,1.85,6,11.1,0.35,15.909091,0.31
2021-10-12,Normal,QRA-004-21RT01019240-01,49eaebaa6005c3d47541299bd9ce5d4e075c5494,SKIN CLEANSING,Brand 17,97e86abf2aee0dd2e4982f0b47ecf6dcfd7cc77b,Retailer 755,CHAIN,Q004,Distributor A,Exclusive,2.6,2.0,12,24.0,0.6,23.076923,0.18
2022-03-29,Normal,QRA-004-22RT04004640-01,74b90e82674f7dca2292e53ec98b44f72f46bfeb,SKIN CLEANSING,Brand 17,ff1a111e147afd9103b80081905009778ca33361,Retailer 1271,INDEPENDENT,Q004,Distributor A,Exclusive,8.2,5.45,6,32.7,2.75,33.536587,-0.29
2024-02-15,Normal,QRA-004-24RT10002190-01,1b35933ad323da8b945ad68c94ee6f6befd4ce06,SKIN CLEANSING,Brand 17,f00ff95f606b2860c811733f6337d7070d700bb6,Retailer 1195,INDEPENDENT,Q004,Distributor A,Exclusive,8.9,5.7,6,34.2,3.2,35.955055,-0.53
2024-11-26,Normal,QRA-006-24RT23009670-01,78ea1ad7f54a1b496706617cfea65e219db86982,FABRIC CARE,Brand 2,fc267d98b57b34292b1c8057483477f64888b541,Retailer 1254,INDEPENDENT,Q006,Distributor B,Direct,1.7,1.6,16,25.6,0.1,5.882353,0.41
2021-03-02,Normal,QRA-004-21RT10003240-01,568290c8b6b9f246213ed8f40398224cc7fa9549,SKIN CLEANSING,Brand 13,2ab5f2ad4c22c07218513a751a7d4be055321d85,Retailer 220,MINIMART,Q004,Distributor A,Exclusive,9.6,5.3,6,31.8,4.3,44.791668,-1.42
